Gene.name	Chromosome	Start	End
BCYRN1	2	47335315	47335514
EPCAM	2	47345158	47387601
RN7SKP119	2	47359505	47359777
MIR559	2	47377675	47377770
MSH2	2	47403067	47663146
KCNK12	2	47509290	47570985
MSH2-OT1	2	47527008	47535199
ENSG00000230979	2	47690716	47691246
MSH6	2	47695530	47810063
NME2P2	2	47705468	47705979
RBISP5	2	47731402	47732035
FBXO11	2	47789316	47906498
RPL36AP15	2	47797826	47798091
RPS27AP7	2	47883455	47883909
ENSG00000233230	2	47905678	47908176
ENSG00000230773	2	47924181	48314224
PPIAP62	2	47939738	47940218
VN1R18P	2	47989625	47990526
RN7SKP224	2	48217575	48217899
FOXN2	2	48314637	48379295
RNU4-49P	2	48340687	48340826
PPP1R21-DT	2	48440043	48440597
PPP1R21	2	48440598	48515391
RNU6-282P	2	48501922	48502024
STON1	2	48529383	48598513
STON1-GTF2A1L	2	48529925	48776517
GTF2A1L	2	48617798	48733148
ENSG00000279956	2	48632291	48755724
TPT1P11	2	48632856	48633353
LHCGR	2	48686774	48755730
ELOBP3	2	48780602	48780895
ENSG00000282890	2	48809340	49419013
CTBP2P5	2	48915267	48916530
FSHR	2	48962157	49154527
MIR548BA	2	49059603	49059658
ENSG00000282998	2	49202126	49451896
RNU6-439P	2	49233794	49233899
ENSG00000282828	2	49563388	49595126
RPL7P13	2	49878623	49879363
SNORA75	2	49888868	49888986
NRXN1	2	49918503	51225575
ENSG00000285548	2	50324643	50345598
MTCO1P42	2	50588690	50589415
ENSG00000283058	2	50620963	50632993
MIR8485	2	50696172	50696262
ENSG00000238165	2	50829442	50829678
ENSG00000286412	2	51011777	51016950
NRXN1-DT	2	51032601	52407917
ENSG00000287867	2	51441959	51455913
KNOP1P3	2	51511058	51511483
CRYGGP	2	51775258	51775402
ENSG00000230840	2	51925692	51925833
CCDC12P1	2	51926882	51927362
ENSG00000287344	2	51977787	52022435
ZNF863P	2	52071355	52077197
LINC01867	2	52370602	52390056
GGCTP3	2	52474073	52474411
ENSG00000236837	2	52494688	52500752
CRTC1P1	2	52570648	52572522
FTH1P6	2	52629743	52630078
MIR4431	2	52702522	52702615
ENSG00000228033	2	52722671	52961452
ENSG00000232604	2	52864235	52866631
ENSG00000232668	2	52883243	52883455
ENSG00000251942	2	53470447	53470629
ENSG00000223897	2	53486144	53486280
ASB3	2	53532672	53860160
RNU6-997P	2	53570374	53570480
CHAC2	2	53767804	53775196
ERLEC1	2	53787009	53833038
MIR3682	2	53849122	53849205
GPR75	2	53852912	53859967
PSME4	2	53864069	53970993
ACYP2	2	53970838	54305300
RPL21P30	2	54029552	54030682
HMGB1P31	2	54051334	54051760
ENSG00000241114	2	54079974	54080280
ENSG00000272156	2	54082554	54085066
ENSG00000289065	2	54115268	54115795
RNU7-172P	2	54166944	54167007
TSPYL6	2	54253178	54256229
C2orf73	2	54330034	54383742
SPTBN1	2	54456327	54671446
SPTBN1-AS1	2	54516048	54540697
RPL23AP32	2	54529343	54529801
ENSG00000234943	2	54545368	54546677
ENSG00000289627	2	54581577	54582580
SPTBN1-AS2	2	54661011	54680045
EML6	2	54723499	54972025
EML6-AS1	2	54747103	54750473
ENSG00000285519	2	54768492	54801540
RNU7-81P	2	54850289	54850352
RTN4	2	54972187	55112621
RNU6-433P	2	55014418	55014521
ENSG00000290071	2	55137264	55137831
CLHC1	2	55172547	55232563
ENSG00000203327	2	55214387	55216126
CDPF1P1	2	55224280	55225908
RPS27A	2	55231903	55235853
ENSG00000289606	2	55235605	55236047
MTIF2	2	55236595	55269347
PRORSD1P	2	55282319	55284522
ENSG00000240401	2	55282350	55346049
CCDC88A	2	55287842	55419895
BTF3P5	2	55435156	55435622
RNU6-775P	2	55451004	55451099
RNU6-221P	2	55456106	55456204
RNU6-634P	2	55499950	55500055
CFAP36	2	55519604	55545079
PPP4R3B	2	55547292	55618880
ENSG00000212175	2	55565703	55565850
PPP4R3B-DT	2	55617869	55618444
PNPT1	2	55634061	55693863
EFEMP1	2	55865967	55924139
RN7SKP208	2	55951654	55952014
ENSG00000272180	2	55952158	56181652
MIR217HG	2	55963191	56047326
MIR217	2	55982967	55983076
MIR216A	2	55988950	55989059
MIR216B	2	56000714	56000795
LINC01813	2	56077417	56090382
ENSG00000271894	2	56147630	56386171
ENSG00000233251	2	56173534	56185870
CCDC85A	2	56183990	56386172
RNA5SP93	2	56235217	56235330
PPIAP63	2	56750300	56750563
EIF2S2P7	2	57048350	57049336
ENSG00000285755	2	57289648	57380132
ENSG00000270569	2	57429548	57430693
ENSG00000212168	2	57544535	57544599
ENSG00000293318	2	57755428	57767215
ACTG1P22	2	57764954	57766052
VRK2	2	57907629	58159920
ENSG00000287875	2	58040211	58046700
FANCL	2	58159243	58241410
ENSG00000273063	2	58241349	58241686
EIF3FP3	2	58251440	58252525
LINC01795	2	58275532	58296817
LINC01122	2	58427738	59063766
ENSG00000289529	2	58429434	58479766
ENSG00000231043	2	58460292	58462032
ENSG00000285673	2	59014354	59277688
LINC01793	2	59217708	59279400
ENSG00000271955	2	59218680	60100200
ENSG00000233891	2	59238703	59733396
ENSG00000231815	2	59434552	59442261
ENSG00000270447	2	59514890	59515124
RNU6-508P	2	59647621	59647723
RNA5SP94	2	59694762	59694869
ENSG00000286604	2	59778685	59791656
ENSG00000285611	2	60057601	60071127
MIR4432HG	2	60336446	60439828
ENSG00000287640	2	60383141	60385794
RNU1-32P	2	60384605	60384763
MIR4432	2	60387362	60387445
BCL11A	2	60450520	60554467
ENSG00000233953	2	60495686	60499964
RN7SL361P	2	60640705	60641002
IFITM3P9	2	60682873	60683244
RPL26P13	2	60711484	60711920
RNU6-612P	2	60719640	60719741
ATP1B3P1	2	60734895	60735715
PAPOLG	2	60756253	60802086
REL-DT	2	60823069	60881393
RN7SL632P	2	60831664	60831929
RPL21P33	2	60852260	60852743
REL	2	60881491	60931612
RNU4-51P	2	60911303	60911442
ENSG00000267520	2	60925909	60931610
NONOP2	2	60936819	60938049
RPS12P3	2	60938204	60938604
PUS10	2	60940222	61018259
RNA5SP95	2	60998752	60998888
PEX13	2	61017225	61051990
SANBR	2	61065871	61138034
ENSG00000274769	2	61115787	61164825
C2orf74-DT	2	61141592	61144969
C2orf74	2	61145068	61164828
C2orf74-AS1	2	61151433	61162105
AHSA2P	2	61177418	61191203
USP34	2	61187463	61471087
ENSG00000273302	2	61199979	61200769
BNIP3P45	2	61249780	61250621
ENSG00000234624	2	61416887	61417197
SNORA70B	2	61417244	61417378
USP34-DT	2	61471188	61484130
XPO1	2	61476032	61538741
ENSG00000285857	2	61527340	61529160
ENSG00000271243	2	61575774	61576394
RPS29P10	2	61589498	61589663
RNU6-1145P	2	61605616	61605722
ENSG00000213486	2	61710076	61710978
ENSG00000289410	2	61728808	61764305
ENSG00000289855	2	61764544	61765660
RPS24P7	2	61803143	61803388
ENSG00000229831	2	61820208	61820566
FAM161A	2	61824848	61854143
ENSG00000289247	2	61854376	61854552
RPL31P30	2	61856695	61857055
ENSG00000277498	2	61858137	61860298
CCT4	2	61868085	61888671
ENSG00000236498	2	61868432	61886082
ENSG00000286360	2	61878940	61881353
COMMD1	2	61888724	62147247
ENSG00000229839	2	62069447	62146881
RPSAP26	2	62146413	62147153
ENSG00000271657	2	62168862	62171163
B3GNT2	2	62196115	62224731
MIR5192	2	62205826	62205917
RN7SL51P	2	62262387	62262671
ENSG00000228541	2	62296246	62464073
ENSG00000270335	2	62348948	62350739
RN7SL18P	2	62491178	62491468
TMEM17	2	62500218	62511894
RPL37P13	2	62507545	62507823
RPL21P37	2	62532583	62533059
ENSG00000226622	2	62533681	62662829
PSAT1P2	2	62552463	62553434
RSL24D1P2	2	62561058	62561423
EHBP1	2	62673851	63046487
ENSG00000286524	2	62817764	62819706
ENSG00000226605	2	62826064	62858438
RPS20P9	2	62939916	62940282
EHBP1-AS1	2	62957326	63048640
OTX1	2	63050057	63057836
ENSG00000270437	2	63083008	63087322
ENSG00000286480	2	63106879	63197037
RPL27P5	2	63108118	63108429
DBIL5P2	2	63117851	63119542
WDPCP	2	63119559	63827843
MTFR2P1	2	63232453	63233577
ENSG00000279485	2	63517892	63519268
MDH1	2	63588609	63607197
PRELID1P6	2	63622178	63622831
ENSG00000293170	2	63642455	63643788
RPS4XP5	2	63643271	63644038
RPL27P6	2	63684305	63684710
CSP1	2	63717122	63717899
HNRNPA1P66	2	63751697	63752630
ENSG00000289943	2	63839866	63840824
UGP2	2	63840952	63891562
ENSG00000251775	2	63883249	63883391
VPS54	2	63892146	64019428
ENSG00000228079	2	64086353	64088246
PELI1	2	64092652	64144420
ENSG00000225889	2	64143239	64257610
LINC00309	2	64185078	64205485
ENSG00000270354	2	64208498	64208716
ENSG00000288932	2	64273709	64291656
ENSG00000290118	2	64275361	64275503
ENSG00000238012	2	64330481	64332801
ENSG00000289176	2	64337103	64341709
ENSG00000238201	2	64338067	64341647
MIR4433B	2	64340747	64340848
MIR4433A	2	64340759	64340839
RPL23AP37	2	64347193	64347741
LGALSL-DT	2	64395220	64453967
ENSG00000237217	2	64450096	64450524
LGALSL	2	64453969	64461381
LINC01805	2	64486353	64500904
AFTPH-DT	2	64522187	64524110
AFTPH	2	64524299	64593005
MIR4434	2	64525513	64525565
RNU6-100P	2	64578892	64578997
LINC02579	2	64606975	64616556
SERTAD2	2	64631621	64751005
ENSG00000226756	2	64644612	64646698
RPS10P9	2	64665607	64666064
ENSG00000288986	2	64765463	64767873
RN7SL341P	2	64817378	64817675
ENSG00000287123	2	64836985	64848264
LINC01800	2	64846130	64863626
LINC02245	2	64901840	65056226
RN7SL211P	2	64906863	64907138
RPL11P1	2	64960053	64960634
SLC1A4	2	64988477	65023865
RNU6-548P	2	64994746	64994860
LINC02576	2	65030720	65053017
CEP68	2	65056354	65087004
RAB1A	2	65070696	65130331
SNORA74	2	65158662	65158860
ENSG00000293332	2	65203502	65227605
ENSG00000273763	2	65203571	65203813
VDAC2P5	2	65205108	65205988
ACTR2	2	65227788	65271253
SPRED2	2	65310851	65432637
ENSG00000232693	2	65373700	65380685
LINC02934	2	65436711	66200373
ENSG00000234255	2	65439838	65456571
DNAJB12P1	2	65500993	65502138
RPS15AP15	2	65511771	65512076
RN7SL635P	2	65545401	65545696
VTRNA2-2P	2	65555432	65555534
LINC03050	2	65589566	65640177
ENSG00000281920	2	65623272	65628424
KRT18P33	2	65666695	65667737
ENSG00000280257	2	65790039	65793533
ENSG00000227293	2	66235377	66236213
ENSG00000225815	2	66327349	66328984
MIR4778	2	66358249	66358328
LINC01873	2	66383306	66392450
MEIS1-AS3	2	66426735	66433470
MEIS1	2	66433452	66573869
MEIS1-AS2	2	66439088	66444221
LINC01798	2	66574030	66971462
LINC01797	2	66696190	66703252
DNMT3AP1	2	66820684	66822570
ENSG00000230355	2	66881087	66881222
LINC01628	2	66921510	66922482
ENSG00000223859	2	67040546	67041966
LINC01828	2	67086446	67311439
LINC01829	2	67123357	67397980
ENSG00000236605	2	67324627	67325304
ENSG00000289533	2	67331881	67346628
ETAA1	2	67397322	67412089
LINC02831	2	67562067	67620545
ENSG00000235495	2	67565604	67684077
ENSG00000286002	2	67677499	67680798
LINC01812	2	67796054	67825562
FBXL12P1	2	68023694	68024766
C1D	2	68041130	68110948
ENSG00000284932	2	68117026	68117200
DNAAF10	2	68122936	68157549
PPIAP64	2	68125265	68125747
ENSG00000273398	2	68131238	68261230
PNO1	2	68157888	68176238
PPP3R1	2	68178857	68256237
ENSG00000273275	2	68179833	68180532
ENSG00000289156	2	68251603	68346035
ENSG00000273064	2	68252870	68253848
CNRIP1	2	68284171	68320051
ENSG00000203395	2	68361214	68365584
PLEK	2	68365282	68397453
WDR4P2	2	68445710	68449174
FBXO48	2	68459422	68467294
APLF	2	68467572	68655862
ENSG00000214525	2	68528241	68529452
PROKR1	2	68643579	68658251
ARHGAP25	2	68679601	68826833
LINC01890	2	68822855	68837235
LINC01888	2	68832014	68837726
BMP10	2	68860909	68871397
GKN3P	2	68921248	68926834
GKN2	2	68945232	68952893
GKN1	2	68974573	68980980
ANTXR1	2	69013176	69249327
ENSG00000286347	2	69030042	69033637
MIR3126	2	69103682	69103755
RNA5SP96	2	69181897	69182003
RNU6-1216P	2	69182877	69182983
ENSG00000271597	2	69251818	69252364
GFPT1	2	69319780	69387250
NFU1	2	69396113	69437628
AAK1	2	69457997	69674349
RN7SL604P	2	69516751	69517046
SNORA36C	2	69520043	69520174
RPL36AP16	2	69594741	69595058
B3GALNT1P1	2	69597353	69598951
ANXA4	2	69644425	69827112
ENSG00000289250	2	69663299	69664331
ENSG00000231024	2	69700192	69713847
SMANTIS	2	69789544	69799008
GMCL1	2	69829660	69881384
ENSG00000275381	2	69844509	69844933
RPL23AP92	2	69873565	69873819
SNRNP27	2	69893956	69905575
MXD1	2	69897688	69942945
ASPRV1	2	69960089	69961631
PCBP1-AS1	2	69960104	70103220
RN7SL470P	2	70075014	70075272
PCBP1	2	70087477	70089203
ENSG00000233060	2	70089721	70096100
MRPL36P1	2	70102551	70102862
LINC01816	2	70124034	70132923
C2orf42	2	70149885	70248615
TIA1	2	70209444	70248660
MIR1285-2	2	70252918	70253005
RPL39P15	2	70253855	70254010
PCYOX1	2	70257386	70281185
SNRPG	2	70281362	70293740
FAM136A	2	70295976	70302067
ENSG00000233849	2	70301451	70302072
BRD7P6	2	70353010	70355915
ENSG00000229229	2	70402934	70422678
TGFA	2	70447284	70554193
TGFA-IT1	2	70467385	70468495
ADD2	2	70607618	70768225
ENSG00000286979	2	70629657	70648761
ENSG00000235035	2	70687142	70691824
FIGLA	2	70777310	70790643
HMGN2P21	2	70803157	70803426
CLEC4F	2	70808643	70820599
MOB4P1	2	70810798	70811474
CD207	2	70830211	70835816
LINC01143	2	70887871	70889959
ENSG00000277764	2	70900155	70900351
VAX2	2	70900576	70965373
ATP6V1B1	2	70935900	70965431
ENSG00000258881	2	70939318	70995336
ATP6V1B1-AS1	2	70941817	70948610
ELOCP21	2	70955899	70956234
RN7SL160P	2	70965584	70965867
TEX261	2	70968325	70994873
ANKRD53	2	70978380	70985499
ENSG00000228384	2	70994510	71002754
ENSG00000236469	2	71002531	71064743
OR7E91P	2	71024127	71029893
OR7E46P	2	71037685	71038703
OR7E62P	2	71055527	71056003
NAGK	2	71064344	71079808
ENSG00000272735	2	71067519	71068542
MCEE	2	71109684	71130239
ENSG00000288065	2	71112877	71117406
MPHOSPH10	2	71130310	71150101
ENSG00000233870	2	71178587	71178773
PAIP2B	2	71182738	71227103
ZNF638	2	71276561	71435069
ENSG00000281195	2	71373938	71376320
RNU6-105P	2	71379755	71379858
ENSG00000289463	2	71419974	71422314
ENSG00000289327	2	71453081	71454470
DYSF	2	71453561	71686763
RPS20P10	2	71984182	71984434
CYP26B1	2	72129238	72147862
ENSG00000289615	2	72144651	72145787
EXOC6B	2	72175984	72826041
RPS15AP13	2	72288785	72289110
RNU2-39P	2	72721806	72722003
ENSG00000212378	2	72760534	72760602
SPR	2	72887382	72892158
EMX1	2	72916260	72936071
ENSG00000278060	2	72932974	72934355
SFXN5	2	72942036	73075619
RAB11FIP5	2	73073382	73156721
ENSG00000272702	2	73113018	73115907
NOTO	2	73202574	73212513
SMYD5	2	73214222	73227221
PRADC1	2	73228010	73233239
CCT7	2	73233420	73253021
FBXO41	2	73254682	73284478
EGR4	2	73290929	73293701
RNU6-111P	2	73298683	73298787
ENSG00000287435	2	73305941	73307890
ENSG00000285068	2	73352610	73385677
RPSAP28	2	73370019	73370892
ALMS1	2	73385758	73625166
ALMS1-IT1	2	73456764	73459482
ENSG00000284902	2	73469525	73471030
NAT8	2	73640723	73642422
ALMS1P1	2	73641083	73697509
NAT8B	2	73700576	73701340
TPRKB	2	73729104	73737400
ENSG00000273245	2	73750256	73750786
ENSG00000280037	2	73761269	73761781
DUSP11	2	73761782	73780132
C2orf78	2	73784183	73817148
ENSG00000287250	2	73823154	73824593
STAMBP	2	73828916	73873659
ENSG00000286244	2	73834422	73856965
ENSG00000271536	2	73877566	73878862
ACTG2	2	73892314	73919865
DGUOK	2	73926826	73958961
DGUOK-AS1	2	73947322	73982173
RNA5SP97	2	73968123	73968206
TET3	2	73984910	74108176
ENSG00000235499	2	73985132	73986343
ENSG00000279181	2	73998337	73998548
FNBP1P1	2	74120680	74123218
ENSG00000217702	2	74123965	74135640
BOLA3	2	74135400	74147912
BOLA3-DT	2	74148007	74151952
MOB1A	2	74152528	74178898
MTHFD2	2	74186172	74217565
ENSG00000279201	2	74191388	74192245
ENSG00000279070	2	74196698	74198560
ENSG00000264324	2	74211604	74363377
SLC4A5	2	74216242	74343416
KRT18P26	2	74306728	74308008
RNU6-542P	2	74319399	74319501
NECAP1P2	2	74350069	74351009
TAF13P2	2	74351134	74351419
DCTN1	2	74361154	74392087
DCTN1-AS1	2	74385474	74393882
ENSG00000159239	2	74393836	74421662
ENSG00000234521	2	74407797	74413603
C2orf81	2	74414176	74421619
ENSG00000286623	2	74415422	74416781
HMGA1P8	2	74418122	74418442
WDR54	2	74421678	74425755
RTKN	2	74425835	74442422
INO80B	2	74455087	74457944
INO80B-WBP1	2	74455088	74460884
WBP1	2	74458400	74460891
MOGS	2	74461057	74465410
ENSG00000286883	2	74465339	74472961
MRPL53	2	74471982	74472687
CCDC142	2	74471986	74483408
TTC31	2	74483073	74494559
LBX2	2	74497517	74503316
ENSG00000272183	2	74501717	74502365
LBX2-AS1	2	74502552	74505091
PCGF1	2	74505043	74507695
TLX2	2	74513463	74517148
DQX1	2	74518131	74526281
AUP1	2	74526645	74529760
HTRA2	2	74529596	74533350
LOXL3	2	74532258	74555690
DOK1	2	74549026	74557551
M1AP	2	74557883	74648338
TOR1BP1	2	74618856	74620979
TVP23BP2	2	74628328	74628942
SEMA4F	2	74654228	74683853
ENSG00000286739	2	74715269	74805979
ENSG00000287687	2	74723873	74778780
RPS28P5	2	74754670	74754819
HK2-DT	2	74832655	74833987
HK2	2	74834127	74893359
LINC01291	2	74918148	74938418
ENSG00000236209	2	74919555	74924846
LINC01293	2	74940258	74942670
POLE4	2	74958643	74970128
TACR1	2	75046463	75199520
MIR5000	2	75090812	75090914
ENSG00000270571	2	75154366	75189949
GAPDHP57	2	75455994	75456578
EVA1A	2	75469302	75569722
ENSG00000237293	2	75474453	75482579
ENSG00000238410	2	75489576	75489710
EVA1A-AS	2	75524068	75542706
ENSG00000230477	2	75598071	75598559
MRPL19	2	75646783	75690851
SUPT4H1P1	2	75651288	75651627
GCFC2	2	75652000	75710985
ENSG00000270696	2	75660462	75662208
ENSG00000271452	2	75669989	75670454
ENSG00000270462	2	75697583	75697996
ENSG00000286045	2	75710782	75728123
ENSG00000270996	2	75719120	75720018
ENSG00000287474	2	75799974	76208703
SUCLA2P2	2	76106016	76107324
ENSG00000287172	2	76185020	76399490
ENSG00000287749	2	76197855	76252927
PNPP1	2	76258034	76258897
USP21P2	2	76260755	76261661
RN7SKP203	2	76445079	76445410
RN7SKP164	2	76595413	76595678
ENSG00000287026	2	76633365	76673346
ENSG00000287130	2	76684975	76698996
ENSG00000286202	2	76691007	76692489
LRRTM4	2	76747685	77593319
RNA5SP98	2	76772909	76773045
ENSG00000287025	2	76893894	76897247
LRRTM4-AS1	2	76985965	77009791
ENSG00000286932	2	77210587	77327103
ENSG00000227088	2	77652025	78290469
ENSG00000230968	2	77672215	77673792
ENSG00000293093	2	77788382	77793087
RPL38P2	2	77792821	77793025
LINC01851	2	77915870	77918011
ENSG00000229494	2	78088729	78127806
CYCSP6	2	78412793	78413094
ENSG00000270470	2	78437850	78438921
ENSG00000234877	2	78597911	78599406
ENSG00000286260	2	78880713	78931146
RNU6-827P	2	78882447	78882552
RNU6-812P	2	78882628	78882734
REG3G	2	79025686	79028505
REG1B	2	79085023	79088019
REG1A	2	79120362	79123409
ENSG00000290771	2	79135503	79138427
REG1CP	2	79135701	79138030
REG3A	2	79157003	79159753
ENSG00000224879	2	79158374	79185523
CTNNA2	2	79185231	80648861
ENSG00000286227	2	79269905	79292878
CTNNA2-AS1	2	79492704	79513900
ENSG00000277171	2	79547151	79548128
GNA13P1	2	79573764	79575593
RNU6-561P	2	79636862	79636963
MIR4264	2	79649294	79649359
MIR8080	2	79866495	79866583
ENSG00000224731	2	80028012	80030551
RBM7P1	2	80162428	80163135
LRRTM1	2	80288351	80304752
ENSG00000237031	2	80572681	80618777
ENSG00000230975	2	80699388	80870190
ANKRD11P1	2	81194337	81201184
CHMP4AP1	2	81418723	81419302
LINC01815	2	81461358	81467468
RNA5SP99	2	81496214	81496327
ENSG00000233444	2	81666477	81666728
RN7SL201P	2	81967079	81967374
ENSG00000231781	2	81983272	82005700
LYARP1	2	82268427	82269927
RNU6-685P	2	82268612	82268706
ENSG00000237498	2	82476825	82538711
RBX1P1	2	82609652	82609977
MTND4P25	2	82814984	82815516
MTND5P27	2	82815809	82817528
MTND6P7	2	82817538	82818061
MTCYBP7	2	82818131	82819264
ENSG00000286211	2	82831234	82866508
DHFRP3	2	82856826	82857384
ENSG00000223977	2	83218890	83219105
LINC01809	2	83522814	83523502
RPL37P10	2	83594956	83595243
RNU6-1312P	2	83657735	83657842
CRLF3P3	2	84031140	84032358
ST6GALNAC2P1	2	84039885	84040720
ENSG00000293083	2	84290683	84292202
FUNDC2P2	2	84290777	84291269
ENSG00000228272	2	84315108	84350774
SUCLG1	2	84423528	84460045
ENSG00000289076	2	84459572	84460324
DNAH6	2	84516455	84819589
DUXAP1	2	84750769	84751231
LDHAP7	2	84777259	84778223
TRABD2A	2	84821650	84907008
ENSG00000276362	2	84850711	84851148
RPL12P18	2	84874696	84875020
TMSB10	2	84905656	84906671
RPS2P17	2	84915868	84916660
ENSG00000287625	2	84926019	84966685
ENSG00000290085	2	84969747	84970695
KCMF1	2	84971093	85059472
LINC01964	2	85061213	85067347
ENSG00000235463	2	85068809	85069031
LSM3P3	2	85102389	85102694
TCF7L1	2	85133392	85310387
TCF7L1-IT1	2	85186409	85187253
RNU6-674P	2	85204926	85205032
SNRPEP11	2	85262144	85262267
ENSG00000246575	2	85315041	85316529
TGOLN2	2	85318027	85328251
ENSG00000290110	2	85328084	85328814
PEBP1P2	2	85341281	85341838
RETSAT	2	85341955	85354531
ELMOD3	2	85354394	85391752
ENSG00000271014	2	85360798	85360925
RN7SL113P	2	85368282	85368580
ENSG00000273196	2	85387074	85387146
CAPG	2	85394753	85418432
ENSG00000286011	2	85418504	85426724
SH2D6	2	85418714	85437029
RN7SL251P	2	85442495	85442791
RPSAP22	2	85490930	85491780
PARTICL	2	85537462	85538783
MAT2A	2	85539168	85545281
GGCX	2	85544720	85561532
VAMP8	2	85561562	85582031
RN7SL126P	2	85567662	85567960
VAMP5	2	85584431	85593406
ENSG00000288858	2	85594864	85595586
RNF181	2	85595725	85597708
TMEM150A	2	85598547	85603196
USP39	2	85602856	85649283
C2orf68	2	85605254	85612066
SFTPB	2	85657314	85668741
GNLY	2	85685175	85698852
GPR160P1	2	85686053	85687047
RNU1-38P	2	85728194	85728337
ATOH8	2	85751344	85791383
MIR6071	2	85783600	85783677
ENSG00000229498	2	85815130	85825391
RN7SKP83	2	85820435	85820612
ST3GAL5	2	85837120	85905199
ST3GAL5-AS1	2	85889151	85891136
ENSG00000272564	2	85904279	85904727
ENSG00000287628	2	85934535	85937548
POLR1A	2	86020216	86106155
PTCD3	2	86106223	86142157
SNORD94	2	86135870	86136006
IMMT	2	86143932	86195472
MIR4779	2	86193026	86193108
ENSG00000273080	2	86195154	86196644
MRPL35	2	86199355	86213790
REEP1	2	86213993	86338083
ENSG00000251974	2	86364136	86364265
KDM3A	2	86440647	86492716
CHMP3	2	86503430	86563479
RNF103-CHMP3	2	86505668	86721122
RNU6-640P	2	86515204	86515308
CHMP3-AS1	2	86562070	86618766
RNF103	2	86603398	86623866
RMND5A	2	86720291	86778041
CD8A	2	86784610	86808396
CD8B	2	86815339	86861924
ENSG00000291013	2	86861825	86895042
ANAPC1P1	2	86871301	86912978
ENSG00000213605	2	86885075	86885731
RGPD1	2	86913783	87013976
WBP1P1	2	86930250	86930754
NDUFB4P5	2	86934462	86934822
PLGLB1	2	87002559	87021852
ANAPC1P2	2	87030675	87076429
ENSG00000266931	2	87055658	87076060
ENSG00000287931	2	87075653	87118267
ANAPC1P3	2	87118534	87120980
ENSG00000204745	2	87125198	87196629
MIR4771-1	2	87194786	87194859
CENPNP1	2	87221113	87222488
LINC01955	2	87249095	87253750
DBF4P3	2	87301658	87302251
ENSG00000287763	2	87311460	87348728
IGKV3OR2-268	2	87338511	87339035
ENSG00000224881	2	87379880	87380767
LINC01943	2	87439523	87459044
CYTOR	2	87454781	87636740
NCAL1	2	87455476	87767359
ENSG00000273445	2	87477495	87478034
PAFAH1B1P1	2	87565828	87566764
MIR4435-1	2	87629755	87629834
RPS14P5	2	87654890	87655243
ENSG00000289429	2	87659372	87685725
ANAPC1P4	2	87700984	87738105
PLGLB2	2	87748087	87759476
RGPD2	2	87755960	87825796
MTATP8P2	2	87824942	87825143
NDUFB4P7	2	87968609	87968971
WBP1P2	2	87972656	87973082
ANAPC1P5	2	87980714	87992858
ENSG00000288437	2	88003008	88003743
RNU2-63P	2	88016354	88016547
ENSG00000287670	2	88016780	88021451
KRCC1	2	88027205	88064252
SMYD1	2	88067825	88113384
MIR4780	2	88082519	88082599
FABP1	2	88122982	88128062
ENSG00000288734	2	88136919	88138589
THNSL2	2	88170295	88186636
MRPL45P1	2	88364695	88365608
RNU6-1168P	2	88383494	88383597
RNU6-1007P	2	88414898	88415004
RPL38P6	2	88428078	88428615
FOXI3	2	88446787	88452693
SPMIP9	2	88524649	88529585
ENSG00000225420	2	88538720	88575610
EIF2AK3	2	88556741	88691518
EIF2AK3-DT	2	88627539	88631821
RPIA	2	88691673	88750929
ANKRD36BP2	2	88765807	88806612
ENSG00000290802	2	88811186	88825207
ENSG00000240040	2	88811186	88861563
MALLP2	2	88811633	88818429
MIR4436A	2	88812370	88812454
IGKC	2	88857161	88857683
IGKJ5	2	88860568	88860605
IGKJ4	2	88860886	88860922
IGKJ3	2	88861221	88861258
IGKJ2	2	88861525	88861563
IGKJ1	2	88861886	88861923
ENSG00000290104	2	88864876	88866196
IGKV4-1	2	88885397	88886153
IGKV5-2	2	88897232	88897784
IGKV7-3	2	88915081	88915378
PGBD4P5	2	88922328	88922753
IGKV2-4	2	88931666	88932380
IGKV1-5	2	88947301	88947957
IGKV1-6	2	88966262	88966767
IGKV3-7	2	88978468	88979081
IGKV1-8	2	88992409	88992931
IGKV1-9	2	89009982	89010515
IGKV2-10	2	89019992	89020686
IGKV3-11	2	89027171	89027731
IGKV1-12	2	89040224	89040745
IGKV1-13	2	89045995	89046466
IGKV2-14	2	89078010	89078784
IGKV3-15	2	89085177	89085787
IGKV1-16	2	89099859	89100361
IGKV1-17	2	89117342	89117844
IGKV2-18	2	89128724	89129483
IGKV2-19	2	89134975	89135257
IGKV3-20	2	89142574	89143160
IGKV6-21	2	89159751	89160366
IGKV1-22	2	89170775	89171212
IGKV2-23	2	89172022	89172553
IGKV2-24	2	89176328	89177160
IGKV3-25	2	89192500	89192752
IGKV2-26	2	89196096	89196829
ENSG00000277852	2	89203509	89203906
IGKV1-27	2	89213423	89213928
IGKV2-28	2	89221698	89222461
IGKV2-29	2	89234174	89234912
IGKV2-30	2	89244781	89245596
IGKV3-31	2	89252211	89252736
IGKV1-32	2	89253571	89254015
IGKV1-33	2	89268001	89268506
IGKV3-34	2	89275298	89275787
IGKV1-35	2	89286689	89286973
IGKV2-36	2	89295233	89295455
IGKV1-37	2	89297264	89297785
IGKV2-38	2	89309898	89310144
IGKV1-39	2	89319625	89320146
IGKV2-40	2	89330116	89330429
ENSG00000283427	2	89533185	89547106
ENSG00000290846	2	89542842	89585652
